 Variables="x""y""rho""p""u""v"
 Zone t = Solution
  0.101334646572145E+06  0.101384330454558E+06  0.101529898688355E+06  0.101849601149190E+06
  0.102433832544361E+06  0.103369593455500E+06  0.104722241318619E+06  0.106536226618066E+06
  0.101328157065267E+06  0.101346585660732E+06  0.101406734121508E+06  0.101552108688317E+06
  0.101841986900246E+06  0.102345865047745E+06  0.103134035994284E+06  0.104277937240377E+06
  0.676125134395179E+03  0.665428491360262E+03  0.658752901493974E+03  0.655120437231926E+03
  0.653614803961317E+03  0.653453217741141E+03  0.654032177504962E+03  0.654928828251950E+03
  0.688749992686879E+03  0.683541431898585E+03  0.677449245619054E+03  0.671504832722292E+03
  0.666370332898316E+03  0.662336744471502E+03  0.659419870965118E+03  0.657474735686107E+03
  0.690860494928319E+03  0.688490832370167E+03  0.684841899715538E+03  0.680328834214718E+03
  0.675503958585081E+03  0.670878804002596E+03  0.666813536812340E+03  0.663482133888948E+03
  0.691533000087733E+03  0.690537516160012E+03  0.688649629705622E+03  0.685837237343753E+03
  0.682264128525863E+03  0.678237085477621E+03  0.674114963616784E+03  0.670205221791462E+03
  0.691751717926190E+03  0.691355150874167E+03  0.690467182181175E+03  0.688931427514335E+03
  0.686684098787216E+03  0.683779739408166E+03  0.680384418734381E+03  0.676715759095759E+03
  0.691823026139820E+03  0.691670275703691E+03  0.691276943688975E+03  0.690506573569904E+03
  0.689239800081609E+03  0.687405805941090E+03  0.685006473510018E+03  0.682100830281679E+03
  0.691846275615130E+03  0.691788799465295E+03  0.691621653857666E+03  0.691257143445353E+03
  0.690595510213091E+03  0.689542851396075E+03  0.688031875504967E+03  0.686020011034211E+03
  0.691853939818591E+03  0.691833327603194E+03  0.691767078160904E+03  0.691609528370925E+03
  0.691300675455210E+03  0.690773392024080E+03  0.689964338985129E+03  0.688812952401704E+03
 -0.533737979456737E+02 -0.433050700395369E+02 -0.328674880881356E+02 -0.234529025045255E+02
 -0.156826319514095E+02 -0.969475971025533E+01 -0.535461762066934E+01 -0.240002201644747E+01
 -0.545106985537338E+02 -0.451737572750534E+02 -0.348556871506982E+02 -0.251812893150304E+02
 -0.170243394940803E+02 -0.106727345366137E+02 -0.604805903291251E+01 -0.289309497416456E+01
 -0.585225720707134E+02 -0.539118010430556E+02 -0.470871013982368E+02 -0.389870580435526E+02
 -0.306573023996748E+02 -0.229366396127206E+02 -0.163319389090690E+02 -0.110443558904908E+02
 -0.598666406893096E+02 -0.578685222775090E+02 -0.541669268747845E+02 -0.488142377072097E+02
 -0.422387097568485E+02 -0.350795477329195E+02 -0.279885036683227E+02 -0.214882216539575E+02
 -0.603122322050806E+02 -0.595055651400483E+02 -0.577215262312036E+02 -0.546912461326175E+02
 -0.503619023702928E+02 -0.449246758612434E+02 -0.387644307934602E+02 -0.323594989378592E+02
 -0.604585875027966E+02 -0.601462474862581E+02 -0.593473804049567E+02 -0.577985846122570E+02
 -0.552900818807977E+02 -0.517321020921729E+02 -0.471939523457677E+02 -0.418990695004969E+02
 -0.605065061451071E+02 -0.603889851320500E+02 -0.600488094293193E+02 -0.593113401693841E+02
 -0.579845948040478E+02 -0.559007070599543E+02 -0.529605551067254E+02 -0.491639012140891E+02
 -0.605222516325132E+02 -0.604796049162751E+02 -0.603422345156175E+02 -0.600144288966659E+02
 -0.593696927851066E+02 -0.582664746513999E+02 -0.565725569884416E+02 -0.541862186396456E+02
